city,city_ascii,region_id,lat,lng,population,density,id
New York,New York,NY,40.6943,-73.9249,18972871,10768.2,1840034016
Los Angeles,Los Angeles,CA,34.1141,-118.4068,12121244,3267.6,1840020491
Chicago,Chicago,IL,41.8375,-87.6866,8595181,4576.6,1840000494
Miami,Miami,FL,25.784,-80.2101,5711945,4945.7,1840015149
Dallas,Dallas,TX,32.7935,-96.7667,5668165,1522.2,1840019440
Houston,Houston,TX,29.786,-95.3885,5650910,1394.6,1840020925
Philadelphia,Philadelphia,PA,40.0077,-75.1339,5512873,4544.9,1840000673
Atlanta,Atlanta,GA,33.7628,-84.422,5046555,1419.9,1840013660
Washington,Washington,DC,38.9047,-77.0163,4810669,4434,1840006060
Boston,Boston,MA,42.3188,-71.0852,4208580,5505.8,1840000455
Phoenix,Phoenix,AZ,33.5722,-112.0892,4047095,1235.5,1840020568
Detroit,Detroit,MI,42.3834,-83.1024,3522856,1871.2,1840003971
Seattle,Seattle,WA,47.6211,-122.3244,3438221,3412.2,1840021117
San Francisco,San Francisco,CA,37.7558,-122.4449,3290197,7199.4,1840021543
San Diego,San Diego,CA,32.8313,-117.1222,3084174,1675.9,1840021990
Minneapolis,Minneapolis,MN,44.9635,-93.2678,2856952,3035.5,1840007830
Brooklyn,Brooklyn,NY,40.6501,-73.9496,2736074,15200.5,1840034030
Tampa,Tampa,FL,27.9945,-82.4447,2683956,1340.7,1840015982
Denver,Denver,CO,39.762,-104.8758,2650725,1805.7,1840018789
Queens,Queens,NY,40.7498,-73.7976,2405464,8503.7,1840034002
Baltimore,Baltimore,MD,39.3051,-76.6144,2205092,2872.8,1840001592
Las Vegas,Las Vegas,NV,36.2333,-115.2654,2150373,1754.7,1840020364
St. Louis,St. Louis,MO,38.6359,-90.2451,2092481,1905.7,1840001651
Portland,Portland,OR,45.5371,-122.65,2036875,1881.6,1840019941
Riverside,Riverside,CA,33.9381,-117.3949,2022285,1557,1840020551
Orlando,Orlando,FL,28.4773,-81.337,1927699,992,1840015099
Sacramento,Sacramento,CA,38.5677,-121.4685,1924167,1971.3,1840021491
San Juan,San Juan,PR,18.3985,-66.061,1915105,2982.2,1630035577
San Antonio,San Antonio,TX,29.4632,-98.5238,1910785,1184.5,1840022220
San Jose,San Jose,CA,37.3012,-121.848,1729879,2229,1840021570
Pittsburgh,Pittsburgh,PA,40.4397,-79.9763,1720279,2100.7,1840001254
Cincinnati,Cincinnati,OH,39.1413,-84.506,1712287,1500.2,1840003814
Manhattan,Manhattan,NY,40.7834,-73.9662,1694263,28653.9,1840034000
Cleveland,Cleveland,OH,41.4764,-81.6805,1683059,1904,1840000596
Indianapolis,Indianapolis,IN,39.7771,-86.1458,1659305,928.2,1840030084
Austin,Austin,TX,30.3005,-97.7522,1659251,1165.6,1840019590
Kansas City,Kansas City,MO,39.1238,-94.5541,1644497,602.6,1840008535
Columbus,Columbus,OH,39.9862,-82.9855,1556848,1559.5,1840003760
Charlotte,Charlotte,NC,35.2083,-80.8303,1516107,1091,1840014557
Virginia Beach,Virginia Beach,VA,36.7335,-76.0435,1500764,711.4,1840003871
Bronx,Bronx,NY,40.8501,-73.8662,1472654,13356.3,1840033999
Milwaukee,Milwaukee,WI,43.0642,-87.9675,1340981,2379,1840003046
Providence,Providence,RI,41.823,-71.4187,1270149,3764.8,1840003289
Jacksonville,Jacksonville,FL,30.3322,-81.6749,1220191,466.3,1840015031
Salt Lake City,Salt Lake City,UT,40.7776,-111.9311,1135344,700.3,1840021383
Nashville,Nashville,TN,36.1715,-86.7842,1098486,541.3,1840036155
Raleigh,Raleigh,NC,35.8324,-78.6429,1062018,1232.8,1840014497
Memphis,Memphis,TN,35.1087,-89.9663,1034498,852.1,1840015457
Louisville,Louisville,KY,38.1663,-85.6485,1022630,907.6,1840030815
Richmond,Richmond,VA,37.5295,-77.4756,1008069,1477,1840001698
Buffalo,Buffalo,NY,42.9018,-78.8487,1004655,2446.1,1840000386
Oklahoma City,Oklahoma City,OK,35.4676,-97.5136,994284,413.7,1840020428
Bridgeport,Bridgeport,CT,41.1918,-73.1954,975078,3485.4,1840004836
New Orleans,New Orleans,LA,30.0687,-89.9288,925443,891.2,1840001839
Fort Worth,Fort Worth,TX,32.7817,-97.3474,908469,988.3,1840020696
Hartford,Hartford,CT,41.7661,-72.6834,907046,2722.5,1840004773
Tucson,Tucson,AZ,32.1541,-110.8787,875284,873.6,1840022101
Honolulu,Honolulu,HI,21.3294,-157.846,835291,2214.1,1840013305
McAllen,McAllen,TX,26.2252,-98.2467,809002,883.4,1840021024
Omaha,Omaha,NE,41.2627,-96.0529,806485,1299.2,1840009315
El Paso,El Paso,TX,31.8476,-106.43,794344,1015.8,1840023252
Albuquerque,Albuquerque,NM,35.1054,-106.6465,765693,1155.5,1840019176
Rochester,Rochester,NY,43.168,-77.6162,737309,2227.6,1840000373
Sarasota,Sarasota,FL,27.3387,-82.5432,727388,1518.1,1840015988
Fresno,Fresno,CA,36.783,-119.7939,719558,1757.3,1840020319
Tulsa,Tulsa,OK,36.1283,-95.9042,715983,785.8,1840021672
Allentown,Allentown,PA,40.5961,-75.4756,714136,2663.3,1840001044
Dayton,Dayton,OH,39.7805,-84.2003,709300,971.7,1840034249
Birmingham,Birmingham,AL,33.5279,-86.7971,704676,553.9,1840006507
Charleston,Charleston,SC,32.8168,-79.9687,685517,460.9,1840015163
Cape Coral,Cape Coral,FL,26.6443,-81.9957,682773,690.5,1840015130
Columbia,Columbia,SC,34.0378,-80.9036,640502,377.3,1840014730
Concord,Concord,CA,37.9722,-122.0016,640270,1633.1,1840018905
Colorado Springs,Colorado Springs,CO,38.8674,-104.7605,628808,930,1840018825
Springfield,Springfield,MA,42.1155,-72.5395,620494,1861.8,1840000466
Knoxville,Knoxville,TN,35.9692,-83.9496,619925,733.3,1840014486
Baton Rouge,Baton Rouge,LA,30.442,-91.1311,610751,993.9,1840013941
Ogden,Ogden,UT,41.2279,-111.9682,608259,1221.9,1840020135
Grand Rapids,Grand Rapids,MI,42.9619,-85.6562,604311,1719.6,1840002928
Albany,Albany,NY,42.6664,-73.7987,604077,1747.3,1840000417
Bakersfield,Bakersfield,CA,35.3529,-119.0359,590845,979,1840019148
Mission Viejo,Mission Viejo,CA,33.6096,-117.6551,588540,2091,1840020580
New Haven,New Haven,CT,41.3113,-72.9246,587648,2693.4,1840004850
Worcester,Worcester,MA,42.2705,-71.8079,573573,1913.8,1840000434
Provo,Provo,UT,40.2457,-111.6457,551645,1082.6,1840020174
Akron,Akron,OH,41.0798,-81.5219,546549,1230.5,1840000791
Palm Bay,Palm Bay,FL,27.9631,-80.6593,528322,508.2,1840015094
Des Moines,Des Moines,IA,41.5725,-93.6105,514654,943.2,1840007069
Murrieta,Murrieta,CA,33.5719,-117.1909,509526,1310.3,1840020553
Mesa,Mesa,AZ,33.4015,-111.7178,497752,1415.7,1840020566
Staten Island,Staten Island,NY,40.5834,-74.1496,495747,3286.2,1840034032
Wichita,Wichita,KS,37.6895,-97.3443,491916,930.9,1840001686
Toledo,Toledo,OH,41.6638,-83.5827,490832,1319.7,1840000572
Harrisburg,Harrisburg,PA,40.2752,-76.8843,472261,2342,1840001288
Port St. Lucie,Port St. Lucie,FL,27.2796,-80.3884,468979,634,1840015119
Long Beach,Long Beach,CA,33.7977,-118.167,466565,3517.9,1840020490
Reno,Reno,NV,39.5497,-119.8483,463328,889.9,1840020121
Madison,Madison,WI,43.0822,-89.393,461778,1253.6,1840002915
Little Rock,Little Rock,AR,34.7256,-92.3577,457379,637,1840015509
Greenville,Greenville,SC,34.8354,-82.3646,450487,903.6,1840013501
Denton,Denton,TX,33.2175,-97.1418,445814,557.5,1840019390
Spokane,Spokane,WA,47.6671,-117.433,440270,1230.8,1840021093
Oakland,Oakland,CA,37.7904,-122.2166,437548,2917.1,1840020296
Lancaster,Lancaster,PA,40.042,-76.3012,430621,3169.1,1840003718
Poughkeepsie,Poughkeepsie,NY,41.695,-73.9211,423386,2277.1,1840000500
Boise,Boise,ID,43.6005,-116.2308,422665,1047.5,1840027142
Winston-Salem,Winston-Salem,NC,36.1029,-80.261,420400,712.9,1840015324
Syracuse,Syracuse,NY,43.0407,-76.1437,418875,2196.4,1840000378
Augusta,Augusta,GA,33.3645,-82.0708,409668,252.3,1840029462
Stockton,Stockton,CA,37.9765,-121.3109,406822,1925.2,1840021517
Palm Coast,Palm Coast,FL,29.5389,-81.2457,403834,357.2,1840015064
Chattanooga,Chattanooga,TN,35.066,-85.2481,403233,491.9,1840014569
Kissimmee,Kissimmee,FL,28.3041,-81.4169,399929,1300.3,1840015109
Durham,Durham,NC,35.9792,-78.9022,399762,939.7,1840013364
Arlington,Arlington,TX,32.6998,-97.125,392304,1600.4,1840019422
Victorville,Victorville,CA,34.5277,-117.3536,389060,644.1,1840021731
Aurora,Aurora,CO,39.7083,-104.7237,383496,915.8,1840018794
Modesto,Modesto,CA,37.6375,-121.0028,382994,1923.9,1840020287
Lancaster,Lancaster,CA,34.6935,-118.1753,381732,645.9,1840020516
Fayetteville,Fayetteville,AR,36.0714,-94.1661,381636,614.5,1840013368
Scranton,Scranton,PA,41.4044,-75.6649,376974,1174.7,1840003389
Oxnard,Oxnard,CA,34.1964,-119.1815,366330,3023.3,1840020474
Youngstown,Youngstown,OH,41.0993,-80.6463,363541,730.1,1840003563
Indio,Indio,CA,33.7346,-116.2346,361831,1046.2,1840019304
Pensacola,Pensacola,FL,30.4413,-87.1911,360711,897.6,1840015005
Anaheim,Anaheim,CA,33.839,-117.8574,348204,2711.7,1840019322
Bonita Springs,Bonita Springs,FL,26.3558,-81.7859,347581,580.4,1840014227
Greensboro,Greensboro,NC,36.0956,-79.8271,345270,872.6,1840013356
Huntsville,Huntsville,AL,34.6981,-86.6412,339136,351.8,1840005061
Corpus Christi,Corpus Christi,TX,27.7254,-97.3767,333764,777,1840019718
Fort Wayne,Fort Wayne,IN,41.0888,-85.1436,330305,935.5,1840008261
Fayetteville,Fayetteville,NC,35.085,-78.9772,328827,550,1840013490
Ann Arbor,Ann Arbor,MI,42.2759,-83.731,327814,1658,1840003172
Jackson,Jackson,MS,32.3157,-90.2125,326977,566,1840014895
Antioch,Antioch,CA,37.9787,-121.796,322796,1475.4,1840018903
Mobile,Mobile,AL,30.6782,-88.1162,322079,525.9,1840006009
Lexington,Lexington,KY,38.0423,-84.4587,321354,438.6,1840015211
Asheville,Asheville,NC,35.5707,-82.5537,316694,784,1840013411
Trenton,Trenton,NJ,40.2237,-74.7641,316436,4232.8,1840001383
Santa Rosa,Santa Rosa,CA,38.4458,-122.7067,314196,1619.6,1840021488
Santa Ana,Santa Ana,CA,33.7367,-117.8819,313818,4690.9,1840021964
Lansing,Lansing,MI,42.7142,-84.5601,312829,1158.9,1840003102
Henderson,Henderson,NV,36.0133,-115.0381,311250,1124.7,1840020361
St. Paul,St. Paul,MN,44.9478,-93.1039,309751,2272.3,1840008940
Lakeland,Lakeland,FL,28.0557,-81.9545,308994,642.7,1840015108
Newark,Newark,NJ,40.7245,-74.1725,306247,4508.4,1840002791
Fort Collins,Fort Collins,CO,40.5477,-105.0656,301596,1120.5,1840020151
Reading,Reading,PA,40.34,-75.9267,299068,3465,1840001185
Springfield,Springfield,MO,37.1943,-93.2916,298722,784.1,1840009904
Irvine,Irvine,CA,33.6772,-117.7738,297868,1604.7,1840019325
Anchorage,Anchorage,AK,61.1508,-149.1091,292545,66.1,1840023385
The Woodlands,The Woodlands,TX,30.1738,-95.5134,292380,1021.9,1840019585
South Bend,South Bend,IN,41.6767,-86.2696,290915,944.5,1840009241
Rockford,Rockford,IL,42.2596,-89.064,289763,877,1840009132
Savannah,Savannah,GA,32.0286,-81.1821,289607,517.7,1840015830
Lincoln,Lincoln,NE,40.8099,-96.6784,289136,1131.9,1840009357
Jersey City,Jersey City,NJ,40.7184,-74.0686,287146,6878.3,1840003600
Round Lake Beach,Round Lake Beach,IL,42.3791,-88.0811,287012,2090.5,1840011171
Flint,Flint,MI,43.0236,-83.6921,286324,1108.4,1840002949
Shreveport,Shreveport,LA,32.4653,-93.7955,286200,678,1840015768
Plano,Plano,TX,33.0502,-96.7486,282181,1555.8,1840020662
Myrtle Beach,Myrtle Beach,SC,33.7094,-78.8844,281180,551.9,1840014717
Davenport,Davenport,IA,41.5565,-90.6053,280282,618.5,1840007081
Canton,Canton,OH,40.8078,-81.3676,277741,1038.8,1840000963
Santa Clarita,Santa Clarita,CA,34.4175,-118.4964,275230,1159.7,1840021864
Chula Vista,Chula Vista,CA,32.6281,-117.0144,274818,2090.7,1840019350
Eugene,Eugene,OR,44.0564,-123.1174,273904,1489.3,1840020007
Chandler,Chandler,AZ,33.2825,-111.8514,272439,1515.9,1840019309
Salem,Salem,OR,44.9233,-123.0244,268634,1358.7,1840021224
Concord,Concord,NC,35.3933,-80.6369,264492,571,1840014559
Gilbert,Gilbert,AZ,33.31,-111.7463,262249,1398,1840021947
Columbus,Columbus,GA,32.51,-84.8771,262061,348.5,1840014887
Aguadilla,Aguadilla,PR,18.4382,-67.1537,260331,1681.1,1630035605
Lubbock,Lubbock,TX,33.5657,-101.8879,259946,736.6,1840020604
North Las Vegas,North Las Vegas,NV,36.2883,-115.0888,259638,933.1,1840020363
St. Petersburg,St. Petersburg,FL,27.7931,-82.6652,258245,1647.5,1840015977
Tallahassee,Tallahassee,FL,30.4551,-84.2527,257648,731.2,1840015913
Laredo,Laredo,TX,27.5625,-99.4874,256748,941.8,1840021002
Peoria,Peoria,IL,40.752,-89.6154,255718,906.6,1840009373
Avondale,Avondale,AZ,33.3873,-112.3235,254537,698.1,1840019310
Lafayette,Lafayette,LA,30.2082,-92.0325,254286,874.7,1840015044
Irving,Irving,TX,32.8583,-96.9702,254184,1386.2,1840019438
Montgomery,Montgomery,AL,32.3482,-86.2668,253711,480.8,1840008353
Visalia,Visalia,CA,36.3276,-119.3269,249804,1352.8,1840021639
McKinney,McKinney,TX,33.2016,-96.667,248840,1102.4,1840020657
Wilmington,Wilmington,NC,34.2099,-77.8866,247372,917.6,1840015576
Chesapeake,Chesapeake,VA,36.6778,-76.3023,247172,276.8,1840003874
Glendale,Glendale,AZ,33.5791,-112.2311,245685,1494,1840020563
Garland,Garland,TX,32.91,-96.6304,245075,1613.1,1840020707
Kennewick,Kennewick,WA,46.1978,-119.1732,241230,1144.9,1840018481
Winter Haven,Winter Haven,FL,28.0118,-81.7014,240768,504.8,1840015970
Scottsdale,Scottsdale,AZ,33.6872,-111.8651,238685,535.1,1840021940
Norfolk,Norfolk,VA,36.8945,-76.259,238556,1770.5,1840003869
Killeen,Killeen,TX,31.0753,-97.7297,238288,1046.1,1840020854
York,York,PA,39.9651,-76.7315,236818,3211.3,1840001472
Atlantic City,Atlantic City,NJ,39.3797,-74.4527,236314,1356.1,1840003798
Nashua,Nashua,NH,42.7491,-71.491,235982,1115.1,1840002984
Arlington,Arlington,VA,38.8786,-77.1011,235764,3511.4,1840006112
Brownsville,Brownsville,TX,25.9975,-97.458,235735,534.4,1840019743
Fremont,Fremont,CA,37.5265,-121.9843,231502,1160.9,1840020292
Gulfport,Gulfport,MS,30.4274,-89.0704,231423,497.4,1840013947
Evansville,Evansville,IN,37.9881,-87.5341,226788,965.5,1840013730
Hialeah,Hialeah,FL,25.8696,-80.3045,224362,4184.1,1840015157
Navarre,Navarre,FL,30.4174,-86.8907,223951,625.9,1840027017
Bel Air South,Bel Air South,MD,39.5022,-76.3113,222834,998.6,1840073592
North Port,North Port,FL,27.0576,-82.1977,221616,267.2,1840015120
San Bernardino,San Bernardino,CA,34.1416,-117.2943,220821,1347,1840021728
Portland,Portland,ME,43.6773,-70.2715,220807,1195.5,1840000327
Enterprise,Enterprise,NV,36.0091,-115.2278,219566,1255.4,1840033827
Bremerton,Bremerton,WA,47.5436,-122.7121,219538,560.3,1840018410
Green Bay,Green Bay,WI,44.5148,-87.9895,219472,887.2,1840002344
Appleton,Appleton,WI,44.278,-88.3892,218448,1150.9,1840002400
Spring Valley,Spring Valley,NV,36.0952,-115.2636,217441,2378.2,1840033832
Tacoma,Tacoma,WA,47.2431,-122.4531,217332,1675.7,1840021129
Spartanburg,Spartanburg,SC,34.9442,-81.9251,216021,713.9,1840015482
Roanoke,Roanoke,VA,37.2785,-79.9581,215781,900.1,1840003858
Gainesville,Gainesville,FL,29.6804,-82.3459,213287,814.2,1840014022
Deltona,Deltona,FL,28.905,-81.2137,212616,950.1,1840015072
Kalamazoo,Kalamazoo,MI,42.2749,-85.5882,212033,1190,1840003185
Thousand Oaks,Thousand Oaks,CA,34.1914,-118.8756,211045,891.9,1840021844
Hickory,Hickory,NC,35.741,-81.3223,211042,515.4,1840014524
Yonkers,Yonkers,NY,40.9466,-73.8673,209730,4292.6,1840003478
Moreno Valley,Moreno Valley,CA,33.9244,-117.2045,208371,1570.3,1840020552
Fontana,Fontana,CA,34.0968,-117.4599,208087,1906.8,1840020402
College Station,College Station,TX,30.5852,-96.2959,207514,874,1840019570
Fargo,Fargo,ND,46.8651,-96.8292,207310,949.4,1840000177
Amarillo,Amarillo,TX,35.1984,-101.8316,204357,748,1840019156
Norwich,Norwich,CT,41.5495,-72.0882,201726,538.1,1840004828
Olympia,Olympia,WA,47.0417,-122.8959,200836,1108,1840019865
Waterbury,Waterbury,CT,41.5582,-73.0361,199552,1460,1840004851
Salinas,Salinas,CA,36.6883,-121.6317,199290,2564.3,1840021632
Huntington,Huntington,WV,38.4109,-82.4345,199133,1098.3,1840006211
Huntington Beach,Huntington Beach,CA,33.696,-118.0018,198735,2857.1,1840020578
Clarksville,Clarksville,TN,36.5692,-87.3413,198689,605.6,1840014421
Santa Barbara,Santa Barbara,CA,34.4285,-119.7202,198240,1799.4,1840021829
Glendale,Glendale,CA,34.1819,-118.2468,196512,2525.4,1840020483
Sunrise Manor,Sunrise Manor,NV,36.1783,-115.0487,196411,2269.8,1840033833
Grand Prairie,Grand Prairie,TX,32.6871,-97.0208,195992,1032.1,1840020709
Overland Park,Overland Park,KS,38.887,-94.687,195249,993.3,1840003834
Hagerstown,Hagerstown,MD,39.6401,-77.7217,194602,1229.4,1840005613
Nampa,Nampa,ID,43.5844,-116.5638,194547,1090.5,1840020041
Gastonia,Gastonia,NC,35.2494,-81.1854,194190,572,1840013468
Frisco,Frisco,TX,33.156,-96.8216,193140,1059.7,1840020654
Cedar Rapids,Cedar Rapids,IA,41.9662,-91.6783,192714,712.9,1840000471
Hemet,Hemet,CA,33.7341,-116.9969,191170,1116.6,1840020550
Paradise,Paradise,NV,36.0872,-115.1355,189852,1758.7,1840033743
Sioux Falls,Sioux Falls,SD,43.5396,-96.7311,189258,879.9,1840002648
Vancouver,Vancouver,WA,45.6366,-122.5967,188331,1447.8,1840021189
Peoria,Peoria,AZ,33.7843,-112.2989,187733,377.4,1840020567
Waco,Waco,TX,31.5599,-97.1882,187172,599.5,1840022140
Lorain,Lorain,OH,41.4409,-82.184,186500,1044,1840000644
Erie,Erie,PA,42.1167,-80.0733,186489,1948.6,1840000478
Newport News,Newport News,VA,37.1051,-76.5185,185069,1005.1,1840003862
Aurora,Aurora,IL,41.7638,-88.2902,183447,1711.4,1840007034
Fort Lauderdale,Fort Lauderdale,FL,26.1412,-80.1464,182247,2029.7,1840014236
Vallejo,Vallejo,CA,38.1125,-122.2342,181882,1539.3,1840021499
Murfreesboro,Murfreesboro,TN,35.849,-86.4121,181450,863,1840014495
Spring Hill,Spring Hill,FL,28.4798,-82.53,179668,732.9,1840014105
Tempe,Tempe,AZ,33.3881,-111.9319,178862,1852.3,1840021942
High Point,High Point,NC,35.991,-79.9937,178800,768.9,1840014479
Medford,Medford,OR,42.3372,-122.854,178457,1224.5,1840020076
Danbury,Danbury,CT,41.4015,-73.4709,177722,777.6,1840004837
Elk Grove,Elk Grove,CA,38.4161,-121.3842,175510,1594.1,1840020245
Ontario,Ontario,CA,34.0393,-117.6064,175223,1376.8,1840020410
Frederick,Frederick,MD,39.4337,-77.4141,175032,1158.3,1840005710
Vero Beach South,Vero Beach South,FL,27.6132,-80.4163,174748,939.5,1840073853
Ocala,Ocala,FL,29.178,-82.1511,174618,490.4,1840015067
Oceanside,Oceanside,CA,33.2247,-117.3083,174461,1643.7,1840020623
Rancho Cucamonga,Rancho Cucamonga,CA,34.1247,-117.5667,173946,1478.4,1840020411
Garden Grove,Garden Grove,CA,33.7787,-117.9601,172708,3714.5,1840020577
Cary,Cary,NC,35.7819,-78.8195,171603,1101,1840016196
Pembroke Pines,Pembroke Pines,FL,26.0128,-80.3382,170346,2031.8,1840015141
Bayamón,Bayamon,PR,18.3794,-66.1635,170028,2245.3,1630035622
Palmdale,Palmdale,CA,34.5944,-118.1057,167987,557.8,1840020502
Manchester,Manchester,NH,42.9848,-71.4447,167568,1312.6,1840002983
Lafayette,Lafayette,IN,40.3991,-86.8593,166793,953.6,1840008354
Santa Cruz,Santa Cruz,CA,36.9789,-122.0346,165933,1970.2,1840021579
Marysville,Marysville,WA,48.0809,-122.1561,164655,1295.4,1840019789
Muskegon,Muskegon,MI,43.2281,-86.2562,164136,1018.7,1840002870
Springfield,Springfield,IL,39.7709,-89.654,162588,726,1840009517
Hayward,Hayward,CA,37.6328,-122.0766,162254,1338.3,1840020293
New Bedford,New Bedford,MA,41.6697,-70.9428,158353,1840.8,1840003219
Alexandria,Alexandria,VA,38.8185,-77.0861,158185,4092.5,1840003837
Paterson,Paterson,NJ,40.9147,-74.1624,157927,6676.6,1840000838
Corona,Corona,CA,33.8616,-117.5649,157844,1625.1,1840019305
Merced,Merced,CA,37.3057,-120.4779,157617,1396,1840020313
Warner Robins,Warner Robins,GA,32.5961,-83.6527,157416,786.6,1840015800
Port Arthur,Port Arthur,TX,29.8554,-93.9264,156988,278.2,1840020919
Macon,Macon,GA,32.8065,-83.6974,156711,236.9,1840043455
Kansas City,Kansas City,KS,39.1235,-94.7443,155745,473.6,1840001626
Lakewood,Lakewood,CO,39.6977,-105.1172,155608,1383.1,1840020198
Sunnyvale,Sunnyvale,CA,37.3836,-122.0255,155550,2670.3,1840021573
Fredericksburg,Fredericksburg,VA,38.2992,-77.4872,155414,1073.6,1840003845
Leesburg,Leesburg,FL,28.7672,-81.8962,154301,232.4,1840015083
Champaign,Champaign,IL,40.1142,-88.2737,153278,1482.7,1840007239
Hollywood,Hollywood,FL,26.0293,-80.1679,152597,2179.6,1840015144
Pasadena,Pasadena,TX,29.6575,-95.1498,151964,1348.4,1840020930
Pomona,Pomona,CA,34.0585,-117.7626,151592,2538.6,1840020507
Escondido,Escondido,CA,33.1348,-117.0723,151443,1554.9,1840020620
Joliet,Joliet,IL,41.5188,-88.1499,150323,874,1840008192
Lake Charles,Lake Charles,LA,30.201,-93.2111,150036,657.2,1840015039
Mesquite,Mesquite,TX,32.7602,-96.5865,149848,1120.3,1840020713
Mauldin,Mauldin,SC,34.7821,-82.3032,149687,826.4,1840015476
Panama City,Panama City,FL,30.1995,-85.6003,149366,395.2,1840015034
Bellevue,Bellevue,WA,47.5951,-122.1535,149365,1686.3,1840018417
Naperville,Naperville,IL,41.748,-88.1659,149013,1459,1840008143
Harlingen,Harlingen,TX,26.1916,-97.6977,148545,625.7,1840021036
Tuscaloosa,Tuscaloosa,AL,33.2348,-87.5268,148523,627.3,1840005563
Elkhart,Elkhart,IN,41.6916,-85.9627,147679,739.1,1840008187
Torrance,Torrance,CA,33.8346,-118.3416,147156,2717.9,1840021873
Binghamton,Binghamton,NY,42.1014,-75.9093,146870,1651.3,1840000460
Houma,Houma,LA,29.58,-90.7059,146665,882.1,1840015063
Topeka,Topeka,KS,39.0346,-95.6955,146473,788.4,1840001621
Roseville,Roseville,CA,38.7703,-121.3196,145687,1216.3,1840020233
Fairfield,Fairfield,CA,38.2583,-122.0335,145163,1081.9,1840020253
Tyler,Tyler,TX,32.3184,-95.3062,143895,711.4,1840022076
Fullerton,Fullerton,CA,33.8841,-117.9279,142964,2429.3,1840020576
Pueblo,Pueblo,CO,38.2701,-104.6114,142727,768.2,1840020255
Athens,Athens,GA,33.9508,-83.3689,142277,414.8,1840029463
Santa Maria,Santa Maria,CA,34.9333,-120.4431,142230,1786.2,1840021830
Surprise,Surprise,AZ,33.6815,-112.4515,141875,486.6,1840021941
Charleston,Charleston,WV,38.3484,-81.6322,141640,579.4,1840006196
Las Cruces,Las Cruces,NM,32.3265,-106.7893,141399,516.7,1840020683
Metairie,Metairie,LA,29.9977,-90.178,140590,2299.3,1840013994
Thornton,Thornton,CO,39.9197,-104.9438,140538,1550.7,1840021422
Olathe,Olathe,KS,38.8833,-94.82,140339,866.8,1840003833
Carolina,Carolina,PR,18.4054,-65.9792,139735,2502.3,1630035637
Gainesville,Gainesville,GA,34.2902,-83.8294,139507,479,1840013612
West Valley City,West Valley City,UT,40.6886,-112.0123,139361,1461.5,1840021389
Orange,Orange,CA,33.8038,-117.8218,139195,2095.7,1840020582
Warren,Warren,MI,42.4934,-83.027,138996,1507.1,1840002418
Pasadena,Pasadena,CA,34.1597,-118.139,138771,2388,1840020505
Beaumont,Beaumont,TX,30.0849,-94.1451,137549,549.3,1840019612
Burlington,Burlington,NC,36.076,-79.4685,137096,696.3,1840013362
Hampton,Hampton,VA,37.0551,-76.363,136748,1014.2,1840003866
Columbia,Columbia,MO,38.9472,-92.3268,136736,711.5,1840007391
Yuma,Yuma,AZ,32.5995,-114.5491,135933,311.5,1840021998
Elizabeth,Elizabeth,NJ,40.6658,-74.1913,135772,4027,1840003613
Racine,Racine,WI,42.7274,-87.8135,135352,1918.5,1840002493
Greeley,Greeley,CO,40.4152,-104.7706,135270,847.8,1840020149
Kent,Kent,WA,47.3887,-122.2128,134890,1484,1840018424
Stamford,Stamford,CT,41.1039,-73.5585,134820,1334.9,1840004841
Odessa,Odessa,TX,31.8801,-102.3448,134793,920,1840020794
Bloomington,Bloomington,IL,40.4757,-88.9703,134357,1106.6,1840007207
Miramar,Miramar,FL,25.9773,-80.3351,134306,1879.8,1840015137
Grand Junction,Grand Junction,CO,39.0877,-108.5673,134074,594.6,1840020230
Sterling Heights,Sterling Heights,MI,42.5809,-83.0305,134062,1401.5,1840003094
Coral Springs,Coral Springs,FL,26.2702,-80.2591,133693,2252.2,1840015134
Johnson City,Johnson City,TN,36.3406,-82.3806,131902,594.9,1840014462
Carrollton,Carrollton,TX,32.989,-96.8999,131388,1446.4,1840019436
Midland,Midland,TX,32.0243,-102.1147,130765,722.2,1840020792
Yakima,Yakima,WA,46.5923,-120.5496,130440,1302.9,1840021154
Bellingham,Bellingham,WA,48.7548,-122.469,129601,1246.1,1840018346
Yuba City,Yuba City,CA,39.1357,-121.6383,129536,1718.2,1840021463
South Lyon,South Lyon,MI,42.4614,-83.6526,128071,1219.6,1840002432
Santa Clara,Santa Clara,CA,37.3646,-121.968,127922,2677.1,1840021571
St. George,St. George,UT,37.0758,-113.5752,127890,429,1840021559
Fort Smith,Fort Smith,AR,35.3495,-94.3695,127699,529.7,1840013456
Simi Valley,Simi Valley,CA,34.2663,-118.749,127158,1168.8,1840021843
Dover,Dover,DE,39.161,-75.5202,125931,617.8,1840005810
Norman,Norman,OK,35.2335,-97.3471,125745,268.2,1840020451
Abilene,Abilene,TX,32.4543,-99.7384,125474,451.3,1840019476
Billings,Billings,MT,45.7891,-108.5526,124973,945,1840018496
Ponce,Ponce,PR,18.0127,-66.6212,124719,1497.1,1630023669
Lehigh Acres,Lehigh Acres,FL,26.612,-81.6388,123751,518.7,1840014220
St. Cloud,St. Cloud,MN,45.534,-94.1718,123569,660.1,1840008881
Arecibo,Arecibo,PR,18.4491,-66.7387,123499,970.8,1630023566
Kenosha,Kenosha,WI,42.5865,-87.8773,123061,1359.8,1840003160
Greenville,Greenville,NC,35.5943,-77.376,122921,967.3,1840013407
